id,Color,SKU,Nombre,Publicado,Descripción,main-features,mode-use-outfit,mode-use-size,mode-use-style,tech-description,users-guide,Inventario,Precio normal,Precio rebajado,Categorías,Etiquetas,Imágenes,Swatches Attributes,Nombre del atributo 1,Valor(es) del atributo 1
,variation,reloj-l1221-4,L1221-4,0,"Reloj Loix dama, pulso en acero, sistema de calendario, 44,5 mm  y movimiento japonés.

Un poco de brillo a veces es suficiente.

Disfruta de este Loix con sutiles destellos en circón que adornan el interior del tablero, delicados apliques que enmarcan las horas y su pulso completamente en acero le darán a tu día el toque que necesitas.

Es momento de inspirar con tu estilo y brillar","caja-44.5,
date,
3atm",Casual-Formal,Grande,Fashion,"Movimiento 2115

Exactitud: ± 20 segundos por mes

Funciones: Horas, minutos, segundos y calendario

Batería: 395/SR927SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año 
",manual-loix,,"237.490,00",,Women > essentials > classics,"reloj dama, essentials, classics, fashion, watches, luxury, joyas, jew, mujeres clasicas, relojes esenciales","l1221-4-referencia, 
l1221-4-referencia-2, 
l1221-4-referencia-3, 
l1221-4-montaje, 
l1221-video, 
caja-44.5,
date,
3atm",Color,Color,Azul
,variable,reloj-l1222-1,L1222-1,0,"Reloj Loix dama, pulso en acero, caja en carey sintético, 46 mm y movimiento japonés.

¡Maravíllate con la belleza de los detalles!

Seguro amarás el diseño de este Loix, que cuenta con pulso completamente en acero, pedrería engastada alrededor de su esfera principal y caja en carey sintético.

Luce como siempre soñaste.
","l1222-video,
caja-46,
3atm",Casual-Formal,Grande,Fashion,"
Movimiento 2035

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutos y seg 

Batería: SR626SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año",manual-loix,,"237.490,00",,Women > essentials > trend,"reloj dama, essentials, trend, fashion, watches, luxury, joyas, jew, tendencias en moda","l1222-1-referencia, 
l1222-1-referencia-2, 
l1222-1-referencia-3, 
l1222-1-montaje, 
l1222-video, 
caja-46,
3atm",Color,Color,Dorado
,variation,reloj-l1222-2,L1222-2,0,"Reloj Loix dama, pulso en acero, caja en carey sintético, 46 mm y movimiento japonés.

¡Maravíllate con la belleza de los detalles!

Seguro amarás el diseño de este Loix, que cuenta con pulso completamente en acero, pedrería engastada alrededor de su esfera principal y caja en carey sintético.

Luce como siempre soñaste.","l1222-video, 
caja-46,
3atm",Casual-Formal,Grande,Fashion,"
Movimiento 2035

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutos y seg 

Batería: SR626SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año
",manual-loix,,"237.490,00",,Women > essentials > trend,"reloj dama, essentials, trend, fashion, watches, luxury, joyas, jew, tendencias en moda","l1222-2-referencia, 
l1222-2-referencia-2, 
l1222-2-referencia-3, 
l1222-2-montaje, 
l1222-video, 
caja-46,
3atm",Color,Color,Oro Rosa con tablero Rosa
,variation,reloj-l1222-3,L1222-3,0,"Reloj Loix dama, pulso en acero, caja en carey sintético, 46 mm y movimiento japonés.

¡Maravíllate con la belleza de los detalles!

Seguro amarás el diseño de este Loix, que cuenta con pulso completamente en acero, pedrería engastada alrededor de su esfera principal y caja en carey sintético.

Luce como siempre soñaste.
","l1222-video, 
caja-46,
3atm",Casual-Formal,Grande,Fashion,"
Movimiento 2035

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutos y seg 

Batería: SR626SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año",manual-loix,,"237.490,00",,Women > essentials > trend,"reloj dama, essentials, trend, fashion, watches, luxury, joyas, jew, tendencias en moda","l1222-3-referencia, 
l1222-3-referencia-2, 
l1222-3-referencia-3, 
l1222-3-montaje, 
l1222-video, 
caja-46,
3atm",Color,Color,Oro Rosa con tablero Café
,variation,reloj-l1222-4,L1222-4,0,"Reloj Loix dama, pulso en acero, caja en carey sintético, 46 mm y movimiento japonés.

¡Maravíllate con la belleza de los detalles!

Seguro amarás el diseño de este Loix, que cuenta con pulso completamente en acero, pedrería engastada alrededor de su esfera principal y caja en carey sintético.

Luce como siempre soñaste.","l1222-video, 
caja-46,
3atm",Informal-Casual,Grande,Deportivo,"
Movimiento 2035

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutos y seg 

Batería: SR626SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año",manual-loix,,"237.490,00",,Women > essentials > trend,"reloj dama, essentials, trend, fashion, watches, luxury, joyas, jew, tendencias en moda","l1222-4-referencia, 
l1222-4-referencia-2, 
l1222-4-referencia-3, 
l1222-4-montaje, 
l1222-video, 
caja-46,
3atm",Color,Color,Verde
,variable,reloj-l1223-1,L1223-1,1,"Reloj Loix dama, pulso en silicona, sistema de calendario, 44,5 mm y movimiento japonés.

Combina tus momentos y luce como nunca.

Enamórate del diseño de este Loix que gracias a las dimensiones de su caja,  se adapta perfectamente a tu muñeca al igual que su pulso en silicona.

¡Dale vida a tus horas!
","caja-44.5,
date,
3atm",Informal-Casual,Grande,Deportivo,"

Movimiento 2015
	
Exactitud: ± 20 segundos por mes

Funciones: Hora, minutos, seg y calendario

Batería: SR626SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año

",manual-loix,,"199.990,00",,Women > essentials > trend,"reloj dama, essentials, trend, fashion, watches, luxury, joyas, jew, tendencias en moda","l1223-1-referencia, 
l1223-1-referencia-2, 
l1223-1-referencia-3, 
l1223-1-montaje, 
l1223-video, 
caja-44.5,
date,
3atm",Color,Color,"Blanco, Beige, Azul, Negro"
,variation,reloj-l1223-2,L1223-2,1,"Reloj Loix dama, pulso en silicona, sistema de calendario, 44,5 mm y movimiento japonés.

Combina tus momentos y luce como nunca.

Enamórate del diseño de este Loix que gracias a las dimensiones de su caja,  se adapta perfectamente a tu muñeca al igual que su pulso en silicona.

¡Dale vida a tus horas!
","caja-44.5,
date,
3atm",Informal-Casual,Grande,Deportivo,"
Movimiento 2015
	
Exactitud: ± 20 segundos por mes

Funciones: Hora, minutos, seg y calendario

Batería: SR626SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año",manual-loix,,"199.990,00",,Women > essentials > trend,"reloj dama, essentials, trend, fashion, watches, luxury, joyas, jew, tendencias en moda","l1223-2-referencia, 
l1223-2-referencia-2, 
l1223-2-referencia-3, 
l1223-2-montaje, 
l1223-video, 
caja-44.5,
date,
3atm",Color,Color,Beige
,variation,reloj-l1223-3,L1223-3,1,"Reloj Loix dama, pulso en silicona, sistema de calendario, 44,5 mm y movimiento japonés.

Combina tus momentos y luce como nunca.

Enamórate del diseño de este Loix que gracias a las dimensiones de su caja,  se adapta perfectamente a tu muñeca al igual que su pulso en silicona.

¡Dale vida a tus horas!
","caja-44.5,
date,
3atm",Informal-Casual,Grande,Deportivo,"
Movimiento 2015
	
Exactitud: ± 20 segundos por mes

Funciones: Hora, minutos, seg y calendario

Batería: SR626SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año",manual-loix,,"199.990,00",,Women > essentials > trend,"reloj dama, essentials, trend, fashion, watches, luxury, joyas, jew, tendencias en moda","l1223-3-referencia, 
l1223-3-referencia-2, 
l1223-3-referencia-3, 
l1223-3-montaje, 
l1223-video, 
caja-44.5,
date,
3atm",Color,Color,Azul
,variation,reloj-l1223-4,L1223-4,1,"Reloj Loix dama, pulso en silicona, sistema de calendario, 44,5 mm y movimiento japonés.

Combina tus momentos y luce como nunca.

Enamórate del diseño de este Loix que gracias a las dimensiones de su caja,  se adapta perfectamente a tu muñeca al igual que su pulso en silicona.

¡Dale vida a tus horas!
","caja-44.5,
date,
3atm",Informal-Casual,Mediano,Fashion,"
Movimiento 2015
	
Exactitud: ± 20 segundos por mes

Funciones: Hora, minutos, seg y calendario

Batería: SR626SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año",manual-loix,,"199.990,00",,Women > essentials > trend,"reloj dama, essentials, trend, fashion, watches, luxury, joyas, jew, tendencias en moda","l1223-4-referencia, 
l1223-4-referencia-2, 
l1223-4-referencia-3, 
l1223-4-montaje, 
l1223-video, 
caja-44.5,
date,
3atm",Color,Color,Negro
,variable,reloj-l1226-1,L1226-1,1,"Reloj Loix dama, pulso en acero, sistema multifunción, 39 X 40 mm y movimiento japonés.

Súmale imponencia a tus pasos junto a este Loix con un diseño sin igual, gracias al tamaño y forma de caja poco convencional, además, cuenta con cristales alrededor del tablero y sistema multifunción.

Déjales claro a todos quien eres.
","caja-39x40,
multi-function,
3atm",Informal-Casual,Mediano,Fashion,"Movimiento Seiko-Epson VX9J 

Exactitud: ± 20 segundos por mes

Funciones: Día a las 3, fecha a las 6, hora a las 9

Batería: 395/SR927SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año
",manual-loix,,"312.490,00",,Women > essentials > trend,"reloj dama, essentials, trend, fashion, watches, luxury, joyas, jew, tendencias en moda","l1226-1-referencia, 
l1226-1-referencia-2, 
l1226-1-referencia-3, 
l1226-1-montaje, 
l1226-video, 
caja-39x40,
multi-function,
3atm",Color,Color,"Plateado con Oro Rosa, Plateado con Dorado, Oro Rosa, Dorado"
,variation,reloj-l1226-2,L1226-2,1,"Reloj Loix dama, pulso en acero, sistema multifunción, 39 X 40 mm y movimiento japonés.

Súmale imponencia a tus pasos junto a este Loix con un diseño sin igual, gracias al tamaño y forma de caja poco convencional, además, cuenta con cristales alrededor del tablero y sistema multifunción.

Déjales claro a todos quien eres.","caja-39x40,
multi-function,
3atm",Informal-Casual,Mediano,Fashion,"Movimiento Seiko-Epson VX9J 

Exactitud: ± 20 segundos por mes

Funciones: Día a las 3, fecha a las 6, hora a las 9

Batería: 395/SR927SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año",manual-loix,,"312.490,00",,Women > essentials > trend,"reloj dama, essentials, trend, fashion, watches, luxury, joyas, jew, tendencias en moda","l1226-2-referencia, 
l1226-2-referencia-2, 
l1226-2-referencia-3,
l1226-2-montaje, 
l1226-video, 
caja-39x40,
multi-function,
3atm",Color,Color,Plateado con Dorado
,variation,reloj-l1226-3,L1226-3,1,"Reloj Loix dama, pulso en acero, sistema multifunción, 39 X 40 mm y movimiento japonés.

Súmale imponencia a tus pasos junto a este Loix con un diseño sin igual, gracias al tamaño y forma de caja poco convencional, además, cuenta con cristales alrededor del tablero y sistema multifunción.

Déjales claro a todos quien eres.","caja-39x40,
multi-function,
3atm",Informal-Casual,Mediano,Fashion,"Movimiento Seiko-Epson VX9J 

Exactitud: ± 20 segundos por mes

Funciones: Día a las 3, fecha a las 6, hora a las 9

Batería: 395/SR927SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año",manual-loix,,"312.490,00",,Women > essentials > trend,"reloj dama, essentials, trend, fashion, watches, luxury, joyas, jew, tendencias en moda","l1226-3-referencia,
l1226-3-referencia-2, 
l1226-3-referencia-3, 
l1226-3-montaje, 
l1226-video, 
caja-39x40,
multi-function,
3atm",Color,Color,Oro Rosa
,variation,reloj-l1226-4,L1226-4,1,"Reloj Loix dama, pulso en acero, sistema multifunción, 39 X 40 mm y movimiento japonés.

Súmale imponencia a tus pasos junto a este Loix con un diseño sin igual, gracias al tamaño y forma de caja poco convencional, además, cuenta con cristales alrededor del tablero y sistema multifunción.

Déjales claro a todos quien eres.","caja-39x40,
multi-function,
3atm",Casual,Grande,Fashion,"Movimiento Seiko-Epson VX9J 

Exactitud: ± 20 segundos por mes

Funciones: Día a las 3, fecha a las 6, hora a las 9

Batería: 395/SR927SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año",manual-loix,,"312.490,00",,Women > essentials > trend,"reloj dama, essentials, trend, fashion, watches, luxury, joyas, jew, tendencias en moda","l1226-4-referencia, 
l1226-4-referencia-2, 
l1226-4-referencia-3, 
l1226-4-montaje, 
l1226-video, 
caja-39x40,
multi-function,
3atm",Color,Color,Dorado
,variable,reloj-l1227-1,L1227-1,0,"Reloj Loix dama, pulso en acero, tablero en nácar sintético, 41 mm y movimiento japonés.

Brilla y nunca pasarás desapercibida.

Enamórate de el sin fin de destellos contenidos en este loix, con cristales tanto alrededor como en su interior. Cuenta con tablero en nácar sintético y pulso completamente en acero, con delicadas piedras que complementan su diseño.

Es hora de irradiar tu luz 
","caja-41,
caja-alloy,
3atm",Casual,Grande,Fashion,"Movimiento 2035

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutos y seg 

Batería: SR626SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año
",manual-loix,,"312.490,00",,Women > essentials > trend,"reloj dama, essentials, trend, fashion, watches, luxury, joyas, jew, tendencias en moda","l1227-1-referencia ,
l1227-1-referencia-2, 
l1227-1-referencia-3, 
l1227-1-montaje, 
l1227-video, 
caja-41,
caja-alloy,
3atm",Color,Color,"Dorado, Oro Rosa, Plateado con Dorado, Plateado con Oro Rosa"
,variation,reloj-l1227-2,L1227-2,0,"Reloj Loix dama, pulso en acero, tablero en nácar sintético, 41 mm y movimiento japonés.

Brilla y nunca pasarás desapercibida.

Enamórate de el sin fin de destellos contenidos en este loix, con cristales tanto alrededor como en su interior. Cuenta con tablero en nácar sintético y pulso completamente en acero, con delicadas piedras que complementan su diseño.

Es hora de irradiar tu luz 
","caja-41,
caja-alloy,
3atm",Casual,Grande,Fashion,"Movimiento 2035

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutos y seg 

Batería: SR626SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año",manual-loix,,"312.490,00",,Women > essentials > trend,"reloj dama, essentials, trend, fashion, watches, luxury, joyas, jew, tendencias en moda","l1227-2-referencia, 
l1227-2-referencia-2, 
l1227-2-referencia-3, 
l1227-2-montaje, 
l1227-video, 
caja-41,
caja-alloy,
3atm",Color,Color,Oro Rosa
,variation,reloj-l1227-3,L1227-3,0,"Reloj Loix dama, pulso en acero, tablero en nácar sintético, 41 mm y movimiento japonés.

Brilla y nunca pasarás desapercibida.

Enamórate de el sin fin de destellos contenidos en este loix, con cristales tanto alrededor como en su interior. Cuenta con tablero en nácar sintético y pulso completamente en acero, con delicadas piedras que complementan su diseño.

Es hora de irradiar tu luz 
","caja-41,
caja-alloy,
3atm",Casual,Grande,Fashion,"Movimiento 2035

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutos y seg 

Batería: SR626SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año",manual-loix,,"312.490,00",,Women > essentials > trend,"reloj dama, essentials, trend, fashion, watches, luxury, joyas, jew, tendencias en moda","l1227-3-referencia, 
l1227-3-referencia-2, 
l1227-3-referencia-3, 
l1227-3-montaje, 
l1227-video, 
caja-41,
caja-alloy,
3atm",Color,Color,Plateado con Dorado
,variation,reloj-l1227-4,L1227-4,0,"Reloj Loix dama, pulso en acero, tablero en nácar sintético, 41 mm y movimiento japonés.

Brilla y nunca pasarás desapercibida.

Enamórate de el sin fin de destellos contenidos en este loix, con cristales tanto alrededor como en su interior. Cuenta con tablero en nácar sintético y pulso completamente en acero, con delicadas piedras que complementan su diseño.

Es hora de irradiar tu luz ","caja-41,
caja-alloy,
3atm",Casual-Formal,Grande,Deportivo,"Movimiento 2035

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutos y seg 

Batería: SR626SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año
",manual-loix,,"312.490,00",,Women > essentials > trend,"reloj dama, essentials, trend, fashion, watches, luxury, joyas, jew, tendencias en moda","l1227-4-referencia, 
l1227-4-referencia-2, 
l1227-4-referencia-3, 
l1227-4-montaje, 
l1227-video, 
caja-41,
caja-alloy,
3atm",Color,Color,Plateado con Oro Rosa
,variable,reloj-l1228-1,L1228-1,0,"Reloj Loix dama, pulso en silicona, sistema de calendario, 45 mm y movimiento japonés.

Sabemos que amas la originalidad, por eso hemos creado para ti un diseño único que cuenta con un pulso en silicona, que le aporta a tu look un toque de frescura. Al mismo tiempo posee cristales que adornan el exterior del tablero y en su interior index en circón que el dan un aire de sofisticación.

¡Que el estilo se mueva a tu ritmo! 
","caja-45,
caja-alloy,
3atm",Casual-Formal,Grande,Deportivo,"
Movimiento 2015
	
Exactitud: ± 20 segundos por mes

Funciones: Hora, minutos, seg y calendario

Batería: SR626SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año
",manual-loix,,"312.490,00",,Women > essentials > trend,"reloj dama, essentials, trend, fashion, watches, luxury, joyas, jew, tendencias en moda","l1228-1-referencia, 
l1228-1-referencia-2, 
l1228-1-referencia-3, 
l1228-1-montaje, 
l1228-video, 
caja-45,
caja-alloy,
3atm",Color,Color,"Rojo Escarlata, Verde Militar, Negro, Blanco"
